1 R Z 83 lseq 16 nseqs 34 ncells 1547
0010110111111111 1
0010111111111111 11
0011111111111011 1
0110000111111111 1
0110100111011111 1
0110100111111011 1
0110100111111111 146
0110110111110111 1
0110110111111011 2
0110110111111111 224
0110111111110111 1
0110111111111111 14
0111110111111111 1
0111111111111011 3
0111111111111111 2
1000111111111111 1
1010011111111111 3
1010100111111111 10
1010110111111111 13
1010111011111111 2
1010111111011111 2
1010111111110111 2
1010111111111011 7
1010111111111101 1
1010111111111111 853
1011111111101011 1
1011111111111011 136
1011111111111111 57
1110100111111111 2
1110110111111011 2
1110110111111111 3
1110111111111111 1
1111110111111111 1
1111111111111111 40
2 R Z 83 lseq 16 nseqs 77 ncells 1211
0010110110000111 1
0010110111000111 1
0010110111111001 2
0010111100100111 1
0010111110000001 1
0010111110000111 32
0010111110011001 1
0011110110000111 1
0011110111111001 3
0011111100100111 3
0110110110000111 1
0110110111111001 1
0110111110000111 25
0110111110100111 1
0110111111011001 1
0111110010000111 1
0111110111111001 1
1010100111111001 1
1010110011111001 1
1010110110000111 1
1010110111000000 6
1010110111111001 61
1010111110000111 8
1010111111111111 2
1011100110011001 7
1011101100100111 1
1011110100100110 1
1011110100100111 2
1011110101011001 1
1011110111000000 1
1011110111000001 6
1011110111000111 1
1011110111011001 67
1011110111011111 1
1011110111100111 2
1011110111111001 159
1011110111111111 1
1011111000100111 2
1011111010111001 1
1011111100000111 2
1011111100100001 5
1011111100100110 16
1011111100100111 490
1011111100111001 2
1011111100111111 2
1011111101100111 1
1011111101111001 2
1011111110000111 2
1011111110100111 1
1011111110111101 5
1011111110111111 5
1011111111000001 1
1011111111011001 6
1011111111111001 5
1011111111111101 25
1011111111111111 1
1110011110000111 1
1110110010000111 1
1110110111111001 2
1110111100100111 1
1110111110000111 5
1111010111011001 2
1111100111011001 1
1111110100100110 1
1111110100100111 2
1111110110100111 2
1111110111000111 1
1111110111011001 80
1111110111011011 1
1111110111100111 4
1111110111111001 106
1111110111111111 3
1111111100100001 1
1111111100100111 11
1111111100111001 1
1111111110111111 1
1111111111111001 3
3 L Z 83 lseq 16 nseqs 36 ncells 1451
0111111110101111 2
0111111111000000 39
0111111111000010 1
0111111111000111 1
0111111111101111 1
0111111111111110 2
0111111111111111 3
1000000111111111 6
1010111111101111 2
1010111111111101 5
1011111110101111 1
1011111111111101 3
1011111111111110 1
1011111111111111 2
1101111111101111 1
1101111111111111 1
1111011111111111 3
1111101111101111 1
1111101111111111 10
1111111101111100 3
1111111110001111 1
1111111110101000 1
1111111110101011 1
1111111110101111 244
1111111110111111 3
1111111111000000 5
1111111111101000 1
1111111111101011 23
1111111111101101 1
1111111111101110 1
1111111111101111 641
1111111111110111 1
1111111111111011 1
1111111111111101 1
1111111111111110 15
1111111111111111 423
4 R Z 83 lseq 16 nseqs 38 ncells 1295
0010110111000111 3
0010110111100111 1
0011110000011001 3
0011110111000111 3
0011110111011001 1
0011110111011101 3
0100110111000111 2
0110110000000111 1
0110110101000111 1
0110110110000111 1
0110110111000011 4
0110110111000101 1
0110110111000110 2
0110110111000111 1098
0110110111001111 4
0110110111010111 17
0110110111011001 4
0110110111011101 9
0110110111011111 3
0110110111100111 6
0111110000000111 1
0111110000011001 8
0111110011000111 1
0111110111000111 5
0111110111011101 8
0111111111011101 1
1010110111000111 14
1011110000000111 2
1011110000011001 17
1011110000011111 2
1011110111000111 8
1011110111010101 1
1011110111011001 4
1011110111011101 41
1011110111011111 2
1110110111000111 9
1111110111000111 2
1111110111011101 2
5 L Z 83 lseq 16 nseqs 12 ncells 1004
1011111111111111 37
1100011111101111 1
1100101111101111 2
1100111111100111 2
1100111111101101 2
1100111111101111 793
1100111111111111 3
1101111111101111 2
1110111111101111 1
1111111111101110 24
1111111111101111 1
1111111111111111 136
